creditability,account_balance,previous_credit_payment_status,credit_duration_month,purpose_of_earlier_credit,credit_amount,installment_percent,current_emploment_length,sex_and_marital_status,guarantors,duration_at_current_address,most_valuable_available_asset,age,concurrent_credits,apartmenttype,howmanycreditsat_this_bank,occupation,dependents,telephone,foreign_worker
1,4,4,24,5,5507,3,5,3,1,4,4,44,3,3,2,3,1,1,1
1,2,2,9,6,1199,4,4,2,1,4,2,67,3,2,2,4,1,2,1
1,3,2,24,2,2892,3,5,1,1,4,4,51,3,3,1,3,1,1,1
1,2,3,36,0,2862,4,5,3,1,3,4,30,3,3,1,3,1,1,1
0,1,2,9,0,654,4,3,3,1,3,3,28,3,2,1,2,1,1,1
0,2,4,9,6,1136,4,5,3,1,3,4,32,3,3,2,3,2,1,1
0,2,2,24,1,4113,3,2,2,1,4,3,28,3,1,1,3,1,1,1
0,2,2,6,0,14555,1,1,3,1,2,2,23,3,2,1,1,1,2,1
0,1,0,15,0,950,4,5,3,1,3,3,33,3,1,2,3,2,1,1
0,1,4,24,0,1199,4,5,3,1,4,3,60,3,2,2,2,1,1,1
0,1,0,12,0,1082,4,3,3,1,4,3,48,1,2,2,3,1,1,1
0,2,2,30,0,2150,4,3,2,3,2,4,24,1,2,1,3,1,1,1
0,2,4,36,0,2820,4,2,1,1,4,3,27,3,2,2,3,1,1,1
0,2,2,48,3,3060,4,4,3,1,4,1,28,3,2,2,3,1,1,1
0,1,2,18,3,2600,4,3,3,1,4,4,65,3,3,2,3,1,1,1
0,4,0,21,0,5003,1,3,2,1,4,2,29,1,2,2,3,1,2,1
0,2,2,60,6,6288,4,3,3,1,4,4,42,3,3,1,3,1,1,1
0,4,3,24,0,2538,4,5,3,1,4,3,47,3,2,2,2,2,1,1
0,4,2,9,3,1478,4,4,3,1,2,3,22,3,2,1,3,1,1,1
0,2,4,39,3,4933,2,4,3,3,2,1,25,3,2,2,3,1,1,1
0,4,4,18,0,1530,3,3,3,1,2,2,32,1,2,2,3,1,1,1
0,2,1,9,0,1437,2,4,3,1,3,4,29,3,2,1,3,1,1,1
0,1,2,15,4,1275,4,3,2,1,2,3,24,3,1,1,3,1,1,1
0,1,2,24,3,1823,4,1,3,1,2,3,30,2,2,1,4,2,1,1
0,1,2,9,0,1422,3,2,3,1,2,4,27,3,3,1,4,1,2,1
0,1,2,18,4,1217,4,3,4,1,3,1,47,3,2,1,2,1,2,1
0,1,2,36,0,9271,2,4,3,1,1,3,24,3,2,1,3,1,2,1
0,1,3,36,9,2145,2,4,3,1,1,3,24,3,2,2,3,1,2,1
0,1,2,36,0,1842,4,2,2,1,4,3,34,3,2,1,3,1,2,1
0,2,3,18,2,4297,4,5,1,1,3,4,40,3,2,1,4,1,2,1
0,1,4,6,2,3384,1,3,1,1,4,1,44,3,1,1,4,1,2,1
0,2,4,18,3,1245,4,3,4,1,2,3,33,3,2,1,3,1,1,1
0,4,2,15,6,4623,3,3,3,1,2,2,40,3,2,1,4,1,2,1
0,2,4,30,2,8386,2,4,3,1,2,2,49,3,2,1,3,1,1,1
0,1,3,24,3,1024,4,2,4,1,4,1,48,2,2,1,3,1,1,1
0,2,2,36,0,14318,4,5,3,1,2,4,57,3,3,1,4,1,2,1
0,2,1,6,6,433,4,2,2,1,2,2,24,1,1,1,3,2,1,1
0,1,1,12,3,2149,4,3,1,1,1,4,29,3,3,1,3,1,1,1
0,4,2,24,3,2397,3,5,3,1,2,3,35,1,2,2,3,1,2,1
0,2,1,6,0,931,1,2,2,1,1,2,32,2,2,1,2,1,1,1
0,2,3,15,5,1512,3,3,4,1,3,2,61,2,2,2,3,1,1,1
0,2,0,24,9,4241,1,3,3,1,4,1,36,3,2,3,2,1,2,1
0,2,4,24,2,4736,2,2,2,1,4,3,25,1,2,1,2,1,1,1
0,2,0,15,0,1778,2,2,2,1,1,1,26,3,1,2,1,1,1,1
0,3,2,15,3,2327,2,2,2,1,3,1,25,3,2,1,2,1,1,1
0,1,1,24,2,6872,2,2,1,1,1,2,55,1,2,1,3,1,2,1
0,1,2,12,6,795,4,2,2,1,4,2,53,3,2,1,3,1,1,1
0,3,3,30,9,1908,4,5,3,1,4,1,66,3,2,1,4,1,2,1
0,2,0,36,9,1953,4,5,3,1,4,4,61,3,3,1,4,1,2,1
0,3,2,18,2,2864,2,3,3,1,1,1,34,3,2,1,2,2,1,1
0,3,4,21,6,2319,2,2,1,1,1,3,33,3,1,1,3,1,1,1
0,1,2,24,0,915,4,5,2,1,2,3,29,1,2,1,3,1,1,1
0,3,2,24,0,947,4,4,3,1,3,4,38,1,3,1,3,2,1,1
0,1,2,24,0,1381,4,3,2,1,2,2,35,3,2,1,3,1,1,1
0,1,2,24,0,1285,4,4,2,1,4,4,32,3,1,1,3,1,1,1
0,1,2,24,0,1371,4,3,2,1,4,1,25,3,1,1,3,1,1,1
0,2,2,18,0,1042,4,3,2,1,2,2,33,3,2,1,3,1,1,1
0,1,2,12,0,900,4,3,4,1,2,3,23,3,2,1,3,1,1,1
0,1,2,24,0,1207,4,2,2,1,4,2,24,3,1,1,3,1,1,1
0,2,0,18,0,2278,3,2,2,1,3,3,28,3,2,2,3,1,1,1
0,1,3,60,9,6836,3,5,3,1,4,4,63,3,2,2,3,1,2,1
0,1,2,24,2,3345,4,5,3,1,2,2,39,3,1,1,4,1,2,1
0,1,1,6,6,1198,4,5,2,1,4,4,35,3,3,1,3,1,1,1
0,2,2,48,9,15672,2,3,3,1,2,3,23,3,2,1,3,1,2,1
0,1,2,60,9,7297,4,5,3,2,4,4,36,3,1,1,3,1,1,1
0,4,2,18,5,1943,4,2,2,1,4,1,23,3,2,1,3,1,1,1
0,1,2,18,3,3190,2,3,2,1,2,1,24,3,2,1,3,1,1,1
0,2,1,9,1,5129,2,5,2,1,4,4,74,1,3,1,4,2,2,1
0,4,3,18,2,1808,4,4,2,1,1,1,22,3,2,1,3,1,1,1
0,3,2,10,0,1240,1,5,2,1,4,4,48,3,3,1,2,2,1,1
0,1,2,12,0,759,4,4,3,1,2,1,26,3,2,1,3,1,1,1
0,2,2,8,2,1237,3,3,2,1,4,1,24,3,2,1,3,1,1,1
0,4,2,9,2,1980,2,2,2,2,2,3,19,3,1,2,3,1,1,1
0,2,2,48,3,10961,1,4,3,2,2,4,27,1,2,2,3,1,2,1
0,1,3,36,6,6887,4,3,3,1,3,2,29,2,2,1,3,1,2,1
0,1,2,24,3,1938,4,2,1,1,3,2,32,3,2,1,3,1,1,1
0,1,2,21,3,1835,3,3,2,1,2,1,25,3,2,2,3,1,2,1
0,1,3,24,3,1659,4,2,2,1,2,3,29,3,1,1,2,1,2,1
0,2,3,6,0,1209,4,1,3,1,4,2,47,3,2,1,4,1,2,1
0,2,0,48,9,3844,4,4,3,1,4,4,34,3,3,1,2,2,1,1
0,1,4,12,0,4843,3,5,3,2,4,2,43,3,1,2,3,1,2,1
0,2,2,12,5,639,4,3,3,1,2,3,30,3,2,1,3,1,1,1
0,2,2,48,3,5951,2,3,2,1,2,1,22,3,2,1,3,1,1,1
0,2,0,36,3,3804,4,3,2,1,1,3,42,3,2,1,3,1,2,1
0,4,3,36,3,4463,4,3,3,1,2,3,26,3,2,2,4,1,2,1
0,4,3,36,9,7980,4,2,3,1,4,3,27,3,1,2,3,1,2,1
0,3,2,36,3,4210,4,3,3,1,2,3,26,3,2,1,3,1,1,1
0,4,2,6,2,4611,1,2,2,1,4,2,32,3,2,1,3,1,1,1
0,2,2,24,1,11560,1,3,2,1,4,3,23,3,1,2,4,1,1,1
0,4,0,18,9,4165,2,3,3,1,2,3,36,2,2,2,3,2,1,1
0,2,2,24,2,4057,3,4,1,1,3,3,43,3,2,1,3,1,2,1
0,4,1,18,0,6458,2,5,3,1,4,4,39,1,2,2,4,2,2,1
0,4,2,12,0,1386,2,3,2,1,2,2,26,3,2,1,3,1,1,1
0,1,2,36,6,1977,4,5,3,1,4,4,40,3,2,1,4,1,2,1
0,2,4,18,2,1928,2,2,3,1,2,1,31,3,2,2,2,1,1,1
0,4,2,12,2,1123,4,3,2,1,4,3,29,3,1,1,2,1,1,1
0,2,2,24,10,11328,2,3,3,2,3,3,29,1,2,2,4,1,2,1
0,2,4,24,10,11938,2,3,3,2,3,3,39,3,2,2,4,2,2,1
0,2,4,27,3,2520,4,3,3,1,2,2,23,3,2,2,2,1,1,1
0,2,3,30,3,1919,4,2,3,1,3,4,30,2,2,2,4,1,1,1
0,2,1,60,10,14782,3,5,2,1,4,4,60,1,3,2,4,1,2,1
0,2,2,36,3,2671,4,3,2,2,4,4,50,3,3,1,3,1,1,1
0,2,2,36,6,12612,1,3,3,1,4,4,47,3,3,1,3,2,2,1
0,2,2,45,3,3031,4,3,3,3,4,2,21,3,1,1,3,1,1,1
0,1,1,12,3,626,4,3,2,1,4,1,24,1,2,1,2,1,1,1
0,2,4,24,9,1935,4,5,1,1,4,1,31,3,2,2,3,1,2,1
0,3,4,24,0,1344,4,4,3,1,2,1,37,1,2,2,2,2,1,1
0,4,2,18,2,1533,4,2,4,2,1,2,43,3,2,1,2,2,1,1
0,1,2,48,0,3931,4,4,3,1,4,4,46,3,3,1,3,2,1,1
0,1,1,24,2,3349,4,2,3,1,4,4,30,3,3,1,3,2,2,1
0,1,2,36,3,2302,4,3,1,1,4,3,31,3,1,1,3,1,1,1
0,1,2,42,3,3965,4,2,3,1,3,3,34,3,2,1,3,1,1,1
0,1,2,12,3,727,4,2,4,1,3,4,33,3,2,1,2,1,2,1
0,4,2,48,9,3914,4,3,1,1,2,1,38,1,2,1,3,1,1,1
0,1,2,48,9,4308,3,2,2,1,4,2,24,3,1,1,3,1,1,1
0,2,2,12,3,1534,1,2,4,1,1,1,23,3,1,1,3,1,1,1
0,4,4,18,0,2775,2,4,3,1,2,2,31,1,2,2,3,1,1,1
0,1,4,40,6,5998,4,3,3,1,3,4,27,1,2,1,3,1,2,1
0,3,4,15,3,1271,3,3,3,1,4,4,39,3,3,2,3,1,2,1
0,2,2,12,0,1295,3,2,2,1,1,3,25,3,1,1,3,1,1,1
0,2,2,36,1,9398,1,2,4,1,4,3,28,3,1,1,4,1,2,1
0,2,2,12,2,951,4,2,2,1,4,3,27,1,1,4,3,1,1,1
0,2,2,24,0,1355,3,2,2,1,4,3,25,3,2,1,2,1,2,1
0,1,2,48,4,3051,3,3,3,1,4,3,54,3,2,1,3,1,1,1
0,4,4,36,0,7855,4,3,2,1,2,1,25,2,2,2,3,1,2,1
0,4,2,18,3,433,3,1,2,2,4,1,22,3,1,1,3,1,1,1
0,4,3,36,9,9572,1,2,1,1,1,3,28,3,2,2,3,1,1,1
0,2,1,24,6,1837,4,4,2,1,4,4,34,1,3,1,2,1,1,1
0,2,4,30,0,4249,4,1,4,1,2,3,28,3,2,2,4,1,1,1
0,2,4,30,0,5234,4,1,4,1,2,3,28,3,2,2,4,1,1,1
0,1,2,48,3,6758,3,3,2,1,2,3,31,3,2,1,3,1,2,1
0,1,2,9,3,1366,3,2,2,1,4,2,22,3,1,1,3,1,1,1
0,1,1,24,10,1358,4,5,3,1,3,3,40,2,2,1,4,1,2,1
0,1,2,18,2,2473,4,1,3,1,1,3,25,3,2,1,1,1,1,1
0,3,0,9,3,1337,4,2,3,1,2,3,34,3,2,2,4,1,2,1
0,1,2,48,0,7763,4,5,3,1,4,4,42,1,3,1,4,1,1,1
0,2,1,15,0,1264,2,3,4,1,2,2,25,3,1,1,3,1,1,1
0,2,2,15,0,2631,2,3,2,1,4,3,28,3,1,2,3,1,2,1
0,2,2,48,0,6560,3,4,3,1,2,2,24,3,2,1,3,1,1,1
0,1,2,24,0,3123,4,2,2,1,1,2,27,3,2,1,3,1,1,1
0,1,4,36,6,8065,3,3,2,1,2,4,25,3,2,2,4,1,2,1
0,1,2,24,3,2439,4,2,2,1,4,1,35,3,2,1,3,1,2,1
0,2,2,36,2,9034,4,2,3,2,1,4,29,3,1,1,4,1,2,1
0,2,2,60,0,14027,4,4,3,1,2,4,27,3,2,1,4,1,2,1
0,1,4,36,1,9629,4,4,3,1,4,3,24,3,2,2,3,1,2,1
0,2,2,12,3,1484,2,3,4,1,1,1,25,3,2,1,3,1,2,1
0,1,2,18,2,1131,4,1,2,1,2,3,33,3,2,1,3,1,1,1
0,2,3,24,2,2064,3,1,2,1,2,2,34,3,2,1,4,1,2,1
0,2,2,18,1,12976,3,1,2,1,4,4,38,3,3,1,4,1,2,1
0,4,3,21,9,2580,4,2,3,1,2,1,41,1,2,1,2,2,1,1
0,4,2,27,0,2570,3,3,2,1,3,1,21,3,1,1,3,1,1,1
0,2,2,27,9,3915,4,3,3,1,2,3,36,3,2,1,3,2,2,1
0,4,2,10,0,1309,4,3,3,3,4,2,27,3,2,1,2,1,1,1
0,1,2,24,0,4817,2,4,3,2,3,2,31,3,2,1,3,1,2,1
0,1,2,12,0,2579,4,2,3,1,1,1,33,3,2,1,2,2,1,1
0,2,3,36,0,2225,4,5,3,1,4,4,57,1,3,2,3,1,2,1
0,1,2,18,2,4153,2,3,3,2,3,3,42,3,2,1,3,1,1,1
0,1,0,18,2,3114,1,2,2,1,4,2,26,3,1,1,3,1,1,1
0,1,4,18,2,2124,4,3,2,1,4,1,24,3,1,2,3,1,1,1
0,1,1,18,2,1553,4,3,3,1,3,3,44,1,2,1,3,1,1,1
0,1,2,30,2,2406,4,4,2,1,4,1,23,3,1,1,3,1,1,1
0,1,3,24,0,1333,4,1,3,1,2,1,43,3,3,2,3,2,1,1
0,1,0,48,2,7119,3,3,3,1,4,4,53,3,3,2,3,2,1,1
0,1,3,24,0,4870,3,3,3,1,4,4,53,3,3,2,3,2,1,1
0,1,4,12,0,691,4,5,3,1,3,2,35,3,2,2,3,1,1,1
0,1,3,42,3,4370,3,4,3,1,2,2,26,1,2,2,3,2,2,1
0,1,1,36,2,2746,4,5,3,1,4,3,31,1,2,1,3,1,1,1
0,1,0,24,2,4110,3,5,3,1,4,4,23,1,1,2,3,2,1,1
0,1,2,18,2,2462,2,3,3,1,2,3,22,3,2,1,3,1,1,1
0,1,2,12,2,1282,2,3,2,1,4,3,20,3,1,1,3,1,1,1
0,2,0,12,2,2969,4,2,2,1,3,2,25,3,1,2,3,1,1,1
0,1,0,48,1,4605,3,5,3,1,4,4,24,3,3,2,3,2,1,1
0,1,4,48,1,6331,4,5,3,1,4,4,46,3,3,2,3,1,2,1
0,1,1,24,2,3552,3,4,3,1,4,3,27,1,2,1,3,1,1,1
0,1,1,12,0,697,4,2,3,1,2,3,46,1,2,2,3,1,2,1
0,1,2,24,0,1442,4,4,2,1,4,3,23,3,1,2,3,1,1,1
0,1,0,27,9,5293,2,1,3,1,4,2,50,3,2,2,3,1,2,1
0,1,3,21,6,3414,2,2,3,1,1,2,26,2,2,2,3,1,1,1
0,1,2,18,2,2039,1,3,2,1,4,1,20,3,1,1,3,1,1,1
0,1,1,24,9,3161,4,3,3,1,2,2,31,1,1,1,3,1,2,1
0,1,2,12,8,902,4,4,4,1,4,2,21,3,1,1,3,1,1,1
0,1,2,48,1,10297,4,4,3,1,4,4,39,3,3,3,3,2,2,1
0,2,0,48,9,14421,2,3,3,1,2,3,25,2,2,1,3,1,2,1
0,2,4,18,0,1056,3,5,3,3,3,1,30,3,2,2,3,1,1,1
0,1,2,12,0,1274,3,2,2,1,1,1,37,1,2,1,2,1,1,1
0,2,2,12,0,1223,1,5,1,1,1,1,46,3,1,2,3,1,1,1
0,1,2,12,0,1372,2,4,1,1,3,3,36,3,2,1,3,1,1,1
0,1,4,16,0,2625,2,5,3,3,4,2,43,3,1,1,3,1,2,2
0,1,4,20,0,2235,4,3,4,3,2,2,33,1,1,2,3,1,1,2
0,2,2,9,2,959,1,3,2,1,2,3,29,1,2,1,3,1,1,1
0,2,4,18,0,884,4,5,3,1,4,3,36,3,2,1,3,2,2,1
0,2,2,24,0,1246,4,2,3,1,2,1,23,1,2,1,2,1,1,1
0,2,3,36,0,8086,2,5,3,1,4,3,42,2,2,4,4,1,2,1
0,4,4,48,0,10127,2,3,3,1,2,4,44,3,3,1,3,1,1,1
0,2,2,12,0,888,4,5,3,1,4,3,41,1,2,1,2,2,1,1
0,4,2,12,6,719,4,5,3,1,4,3,41,1,2,1,2,2,1,1
0,2,2,36,0,12389,1,3,3,1,4,4,37,1,3,1,3,1,2,1
0,1,2,12,3,709,4,5,3,1,4,1,57,3,2,1,2,1,1,1
0,2,1,15,0,6850,1,1,3,1,2,2,34,2,2,1,4,2,2,1
0,4,2,10,2,2210,2,3,3,1,2,1,25,3,1,1,2,1,1,1
0,4,1,30,1,7485,4,1,2,1,1,1,53,1,2,1,4,1,2,1
0,1,1,18,0,1442,4,4,3,1,4,4,32,1,3,2,2,2,1,1
0,4,4,12,3,797,4,5,2,1,3,2,33,3,2,1,2,2,1,1
0,2,4,45,3,4746,4,2,3,1,2,2,24,1,2,2,2,1,1,1
0,3,4,12,0,939,4,4,4,1,2,1,28,3,2,3,3,1,2,1
0,2,2,21,9,1188,2,5,2,1,4,2,39,3,2,1,3,2,1,1
0,4,4,48,1,11590,2,3,2,1,4,3,24,3,1,2,2,1,1,1
0,3,1,12,9,609,4,2,2,1,1,1,26,1,2,1,1,1,1,1
0,1,4,18,5,1190,2,1,2,1,4,4,55,3,3,3,1,2,1,1
0,2,2,21,9,2767,4,5,1,1,2,3,61,3,1,2,2,1,1,1
0,2,2,30,2,3441,2,3,2,2,4,3,21,1,1,1,3,1,1,1
0,2,0,30,9,4280,4,3,2,1,4,3,26,3,1,2,2,1,1,1
0,2,2,24,3,3092,3,2,4,1,2,3,22,3,1,1,3,1,2,1
0,4,2,18,0,6761,2,3,3,1,4,3,68,2,1,2,3,1,1,1
0,2,2,12,3,1331,2,2,3,1,1,3,22,3,2,1,3,1,1,1
0,2,0,54,9,15945,3,2,3,1,4,4,58,3,1,1,3,1,2,1
0,1,2,24,2,3234,4,2,2,1,4,1,23,3,1,1,2,1,2,1
0,2,2,15,3,802,4,5,3,1,3,3,37,3,2,1,3,2,1,1
0,2,2,48,2,9960,1,2,2,1,2,3,26,1,2,1,3,1,2,1
0,4,3,24,9,8648,2,2,3,1,2,3,27,1,2,2,3,1,2,1
0,1,2,18,3,1345,4,3,4,1,3,1,26,3,2,1,3,1,1,1
0,1,2,45,3,1845,4,3,3,1,4,4,23,3,3,1,3,1,2,1
0,1,1,21,0,1647,4,3,3,1,2,2,40,1,2,2,2,2,1,1
0,4,2,48,9,4844,3,1,3,1,2,3,33,3,1,1,4,1,2,1
0,2,0,27,9,8318,2,5,2,1,4,4,42,2,3,2,4,1,2,1
0,3,2,18,3,2100,4,3,3,2,2,1,37,3,2,1,3,1,1,1
0,1,0,45,9,11816,2,5,3,1,4,3,29,3,1,2,3,1,1,1
0,1,2,6,6,448,4,2,2,1,4,2,23,3,2,1,3,1,1,1
0,1,2,30,5,11998,1,2,1,1,1,4,34,1,2,1,2,1,2,1
0,2,0,48,10,18424,1,3,2,1,2,2,32,1,2,1,4,1,2,2
0,1,2,6,0,14896,1,5,3,1,4,4,68,1,2,1,4,1,2,1
0,2,2,12,2,2762,1,5,2,1,2,2,25,3,2,1,3,1,2,1
0,1,2,12,1,3386,3,5,3,1,4,4,35,3,3,1,3,1,2,1
0,2,2,24,3,2039,1,2,4,1,1,2,22,3,2,1,3,1,2,1
0,4,3,18,9,2169,4,3,4,1,2,3,28,3,2,1,3,1,2,1
0,2,4,48,2,5096,2,3,2,1,3,3,30,3,2,1,4,1,2,1
0,1,2,18,3,1882,4,3,2,1,4,3,25,1,1,2,3,1,1,1
0,1,2,48,3,6999,1,4,4,3,1,1,34,3,2,2,3,1,2,1
0,4,4,12,9,2292,4,1,3,1,2,3,42,2,2,2,4,1,2,1
0,1,2,14,0,8978,1,5,1,1,4,2,45,3,2,1,4,1,2,2
0,1,2,12,3,674,4,4,4,1,1,2,20,3,2,1,3,1,1,1
0,1,2,18,0,976,1,2,2,1,2,3,23,3,2,1,2,1,1,1
0,2,2,24,0,2718,3,3,2,1,4,2,20,3,1,1,2,1,2,1
0,1,2,18,6,750,4,1,2,1,1,1,27,3,2,1,1,1,1,1
0,2,2,24,1,12579,4,5,2,1,2,4,44,3,3,1,4,1,2,1
0,1,2,18,1,7511,1,5,3,1,4,2,51,3,3,1,3,2,2,1
0,1,4,18,0,3966,1,5,2,1,4,1,33,1,1,3,3,1,2,1
0,1,0,12,3,6199,4,3,3,1,2,2,28,3,1,2,3,1,2,1
0,1,2,24,3,1987,2,3,3,1,4,1,21,3,1,1,2,2,1,1
0,1,2,24,0,2303,4,5,3,2,1,1,45,3,2,1,3,1,1,1
0,4,4,21,0,12680,4,5,3,1,4,4,30,3,3,1,4,1,2,1
0,2,2,12,3,6468,2,1,3,1,1,4,52,3,2,1,4,1,2,1
0,1,2,30,2,6350,4,5,3,1,4,2,31,3,2,1,3,1,1,1
